order,slot_id,name,variant_count,mission_ids,level,score,primary_service,family,red,yellow,green
467,464,Big Jubilee Street Party,1,464,1,4.15,police,crowd,assets/icons/red/0467--464--big-jubilee-street-party.png,assets/icons/yellow/0467--464--big-jubilee-street-party.png,assets/icons/green/0467--464--big-jubilee-street-party.png
468,465,Fight on Train,2,465 465/a,2,9.9,police,rail,assets/icons/red/0468--465--fight-on-train.png,assets/icons/yellow/0468--465--fight-on-train.png,assets/icons/green/0468--465--fight-on-train.png
469,466,Caravan roll over RTC,2,466 466/a,3,15.09,fire,collision,assets/icons/red/0469--466--caravan-roll-over-rtc.png,assets/icons/yellow/0469--466--caravan-roll-over-rtc.png,assets/icons/green/0469--466--caravan-roll-over-rtc.png
470,467,Caravan roll over RTC (Fast Road),2,467 467/a,4,21.63,fire,collision,assets/icons/red/0470--467--caravan-roll-over-rtc-fast-road.png,assets/icons/yellow/0470--467--caravan-roll-over-rtc-fast-road.png,assets/icons/green/0470--467--caravan-roll-over-rtc-fast-road.png
471,468,Tumble dryer fire in residential premises,1,468,1,3.57,fire,fire,assets/icons/red/0471--468--tumble-dryer-fire-in-residential-premises.png,assets/icons/yellow/0471--468--tumble-dryer-fire-in-residential-premises.png,assets/icons/green/0471--468--tumble-dryer-fire-in-residential-premises.png
472,469,Tram fire,1,469,4,21.52,fire,rail,assets/icons/red/0472--469--tram-fire.png,assets/icons/yellow/0472--469--tram-fire.png,assets/icons/green/0472--469--tram-fire.png
473,470,Tram fire (Persons Reported),1,470,5,63.31,fire,rail,assets/icons/red/0473--470--tram-fire-persons-reported.png,assets/icons/yellow/0473--470--tram-fire-persons-reported.png,assets/icons/green/0473--470--tram-fire-persons-reported.png
474,471,Prolonged Seizure,1,471,3,12.82,ambulance,medical,assets/icons/red/0474--471--prolonged-seizure.png,assets/icons/yellow/0474--471--prolonged-seizure.png,assets/icons/green/0474--471--prolonged-seizure.png
475,472,Ceiling Collapse Minor,1,472,1,2.36,fire,collapse,assets/icons/red/0475--472--ceiling-collapse-minor.png,assets/icons/yellow/0475--472--ceiling-collapse-minor.png,assets/icons/green/0475--472--ceiling-collapse-minor.png
476,473,Ceiling Collapse Minor (Person Trapped),1,473,4,21.64,fire,collapse,assets/icons/red/0476--473--ceiling-collapse-minor-person-trapped.png,assets/icons/yellow/0476--473--ceiling-collapse-minor-person-trapped.png,assets/icons/green/0476--473--ceiling-collapse-minor-person-trapped.png
477,474,Penetrating Trauma - Central Wound,2,474 474/a,3,16.95,ambulance,medical,assets/icons/red/0477--474--penetrating-trauma-central-wound.png,assets/icons/yellow/0477--474--penetrating-trauma-central-wound.png,assets/icons/green/0477--474--penetrating-trauma-central-wound.png
478,475,Underground electrical cable fire,1,475,1,3.57,fire,fire,assets/icons/red/0478--475--underground-electrical-cable-fire.png,assets/icons/yellow/0478--475--underground-electrical-cable-fire.png,assets/icons/green/0478--475--underground-electrical-cable-fire.png
479,476,Underground electrical cable fire (Medium),1,476,3,12.53,fire,fire,assets/icons/red/0479--476--underground-electrical-cable-fire-medium.png,assets/icons/yellow/0479--476--underground-electrical-cable-fire-medium.png,assets/icons/green/0479--476--underground-electrical-cable-fire-medium.png
480,477,Underground electrical cable fire (Large),1,477,4,36.33,fire,fire,assets/icons/red/0480--477--underground-electrical-cable-fire-large.png,assets/icons/yellow/0480--477--underground-electrical-cable-fire-large.png,assets/icons/green/0480--477--underground-electrical-cable-fire-large.png
481,478,Underground electrical cable fire (Major),2,478 478/a,5,64.32,fire,fire,assets/icons/red/0481--478--underground-electrical-cable-fire-major.png,assets/icons/yellow/0481--478--underground-electrical-cable-fire-major.png,assets/icons/green/0481--478--underground-electrical-cable-fire-major.png
482,479,Locomotive train fire,4,479 479/a 479/b 479/ab,4,29.26,fire,rail,assets/icons/red/0482--479--locomotive-train-fire.png,assets/icons/yellow/0482--479--locomotive-train-fire.png,assets/icons/green/0482--479--locomotive-train-fire.png
483,480,Blurred Vision,1,480,2,6.21,ambulance,medical,assets/icons/red/0483--480--blurred-vision.png,assets/icons/yellow/0483--480--blurred-vision.png,assets/icons/green/0483--480--blurred-vision.png
484,481,Fire in turbine,1,481,3,11.6,fire,fire,assets/icons/red/0484--481--fire-in-turbine.png,assets/icons/yellow/0484--481--fire-in-turbine.png,assets/icons/green/0484--481--fire-in-turbine.png
485,482,Fire in turbine (Nuclear Power station),2,482 482/a,4,23.57,fire,hazmat,assets/icons/red/0485--482--fire-in-turbine-nuclear-power-station.png,assets/icons/yellow/0485--482--fire-in-turbine-nuclear-power-station.png,assets/icons/green/0485--482--fire-in-turbine-nuclear-power-station.png
486,483,Scalded by hot liquid,1,483,2,6.19,ambulance,medical,assets/icons/red/0486--483--scalded-by-hot-liquid.png,assets/icons/yellow/0486--483--scalded-by-hot-liquid.png,assets/icons/green/0486--483--scalded-by-hot-liquid.png
487,484,Tanker on fire,2,484 484/a,4,44.51,fire,fire,assets/icons/red/0487--484--tanker-on-fire.png,assets/icons/yellow/0487--484--tanker-on-fire.png,assets/icons/green/0487--484--tanker-on-fire.png
488,485,Tanker on fire (Persons reported),4,485 485/a 485/b 485/ab,5,57.9,fire,fire,assets/icons/red/0488--485--tanker-on-fire-persons-reported.png,assets/icons/yellow/0488--485--tanker-on-fire-persons-reported.png,assets/icons/green/0488--485--tanker-on-fire-persons-reported.png
489,486,Threat of arson,1,486,2,9.18,police,police,assets/icons/red/0489--486--threat-of-arson.png,assets/icons/yellow/0489--486--threat-of-arson.png,assets/icons/green/0489--486--threat-of-arson.png
490,487,Multiple Seizures,1,487,3,12.79,ambulance,medical,assets/icons/red/0490--487--multiple-seizures.png,assets/icons/yellow/0490--487--multiple-seizures.png,assets/icons/green/0490--487--multiple-seizures.png
491,488,Accident when baking anniversary cake,1,488,3,11.54,fire,fire,assets/icons/red/0491--488--accident-when-baking-anniversary-cake.png,assets/icons/yellow/0491--488--accident-when-baking-anniversary-cake.png,assets/icons/green/0491--488--accident-when-baking-anniversary-cake.png
492,489,Guest's anniversary balloon is stuck in tree,1,489,1,4.01,fire,rescue,assets/icons/red/0492--489--guest-s-anniversary-balloon-is-stuck-in-tree.png,assets/icons/yellow/0492--489--guest-s-anniversary-balloon-is-stuck-in-tree.png,assets/icons/green/0492--489--guest-s-anniversary-balloon-is-stuck-in-tree.png
493,490,Fire caused by anniversary-party electrics (small),1,490,3,12.03,fire,fire,assets/icons/red/0493--490--fire-caused-by-anniversary-party-electrics-small.png,assets/icons/yellow/0493--490--fire-caused-by-anniversary-party-electrics-small.png,assets/icons/green/0493--490--fire-caused-by-anniversary-party-electrics-small.png
494,491,Fire caused by anniversary-party electrics (major),1,491,4,28.14,fire,fire,assets/icons/red/0494--491--fire-caused-by-anniversary-party-electrics-major.png,assets/icons/yellow/0494--491--fire-caused-by-anniversary-party-electrics-major.png,assets/icons/green/0494--491--fire-caused-by-anniversary-party-electrics-major.png
495,492,Anniversary present stolen,1,492,1,2.11,police,crime,assets/icons/red/0495--492--anniversary-present-stolen.png,assets/icons/yellow/0495--492--anniversary-present-stolen.png,assets/icons/green/0495--492--anniversary-present-stolen.png
496,493,Sabotage at the anniversary jukeboxes,1,493,1,3.57,police,police,assets/icons/red/0496--493--sabotage-at-the-anniversary-jukeboxes.png,assets/icons/yellow/0496--493--sabotage-at-the-anniversary-jukeboxes.png,assets/icons/green/0496--493--sabotage-at-the-anniversary-jukeboxes.png
497,494,Anniversary guest missing,1,494,2,6.92,police,police,assets/icons/red/0497--494--anniversary-guest-missing.png,assets/icons/yellow/0497--494--anniversary-guest-missing.png,assets/icons/green/0497--494--anniversary-guest-missing.png
498,495,Anniversary guests stole decoration,1,495,2,7.04,police,police,assets/icons/red/0498--495--anniversary-guests-stole-decoration.png,assets/icons/yellow/0498--495--anniversary-guests-stole-decoration.png,assets/icons/green/0498--495--anniversary-guests-stole-decoration.png
499,496,Anniversary guests stole cake,1,496,2,8.73,police,police,assets/icons/red/0499--496--anniversary-guests-stole-cake.png,assets/icons/yellow/0499--496--anniversary-guests-stole-cake.png,assets/icons/green/0499--496--anniversary-guests-stole-cake.png
500,497,Guest ate too much anniversary cake,1,497,1,2.44,ambulance,medical,assets/icons/red/0500--497--guest-ate-too-much-anniversary-cake.png,assets/icons/yellow/0500--497--guest-ate-too-much-anniversary-cake.png,assets/icons/green/0500--497--guest-ate-too-much-anniversary-cake.png
501,498,Papercut from opening anniversary presents,1,498,1,2.44,ambulance,medical,assets/icons/red/0501--498--papercut-from-opening-anniversary-presents.png,assets/icons/yellow/0501--498--papercut-from-opening-anniversary-presents.png,assets/icons/green/0501--498--papercut-from-opening-anniversary-presents.png
502,499,Anniversary party guests with joint pain after dancing,1,499,3,13.04,ambulance,medical,assets/icons/red/0502--499--anniversary-party-guests-with-joint-pain-after-dancing.png,assets/icons/yellow/0502--499--anniversary-party-guests-with-joint-pain-after-dancing.png,assets/icons/green/0502--499--anniversary-party-guests-with-joint-pain-after-dancing.png
503,500,Anniversary party guest hit by cork stopper,1,500,3,11.84,ambulance,crowd,assets/icons/red/0503--500--anniversary-party-guest-hit-by-cork-stopper.png,assets/icons/yellow/0503--500--anniversary-party-guest-hit-by-cork-stopper.png,assets/icons/green/0503--500--anniversary-party-guest-hit-by-cork-stopper.png
504,501,Anniversary party guest unconscious,1,501,2,4.98,ambulance,cardiac,assets/icons/red/0504--501--anniversary-party-guest-unconscious.png,assets/icons/yellow/0504--501--anniversary-party-guest-unconscious.png,assets/icons/green/0504--501--anniversary-party-guest-unconscious.png
505,502,People missing on dance floor,1,502,3,16.51,police,police,assets/icons/red/0505--502--people-missing-on-dance-floor.png,assets/icons/yellow/0505--502--people-missing-on-dance-floor.png,assets/icons/green/0505--502--people-missing-on-dance-floor.png
506,503,Inflate balloons for anniversary party,1,503,3,14.79,police,crowd,assets/icons/red/0506--503--inflate-balloons-for-anniversary-party.png,assets/icons/yellow/0506--503--inflate-balloons-for-anniversary-party.png,assets/icons/green/0506--503--inflate-balloons-for-anniversary-party.png
507,504,Guests drank poisoned drinks at anniversary party,1,504,4,21.46,police,hazmat,assets/icons/red/0507--504--guests-drank-poisoned-drinks-at-anniversary-party.png,assets/icons/yellow/0507--504--guests-drank-poisoned-drinks-at-anniversary-party.png,assets/icons/green/0507--504--guests-drank-poisoned-drinks-at-anniversary-party.png
508,505,Residential Burglary,1,505,2,9.51,police,crime,assets/icons/red/0508--505--residential-burglary.png,assets/icons/yellow/0508--505--residential-burglary.png,assets/icons/green/0508--505--residential-burglary.png
509,506,Spiking incident,1,506,3,12.13,police,police,assets/icons/red/0509--506--spiking-incident.png,assets/icons/yellow/0509--506--spiking-incident.png,assets/icons/green/0509--506--spiking-incident.png
510,507,Small Abandoned Building Fire,1,507,2,7.32,fire,fire,assets/icons/red/0510--507--small-abandoned-building-fire.png,assets/icons/yellow/0510--507--small-abandoned-building-fire.png,assets/icons/green/0510--507--small-abandoned-building-fire.png
511,508,Articles Thrown into Prison,1,508,2,6.08,police,police,assets/icons/red/0511--508--articles-thrown-into-prison.png,assets/icons/yellow/0511--508--articles-thrown-into-prison.png,assets/icons/green/0511--508--articles-thrown-into-prison.png
512,509,Suspicious Person on Prison Grounds,1,509,1,3.36,police,police,assets/icons/red/0512--509--suspicious-person-on-prison-grounds.png,assets/icons/yellow/0512--509--suspicious-person-on-prison-grounds.png,assets/icons/green/0512--509--suspicious-person-on-prison-grounds.png
513,510,Violent Prison Fight (Small),2,510 510/a,4,25.24,police,crowd,assets/icons/red/0513--510--violent-prison-fight-small.png,assets/icons/yellow/0513--510--violent-prison-fight-small.png,assets/icons/green/0513--510--violent-prison-fight-small.png
514,511,Violent Prison Fight (Medium),2,511 511/a,4,33.63,police,crowd,assets/icons/red/0514--511--violent-prison-fight-medium.png,assets/icons/yellow/0514--511--violent-prison-fight-medium.png,assets/icons/green/0514--511--violent-prison-fight-medium.png
515,512,Violent Prison Fight (Large),2,512 512/a,5,52.13,police,crowd,assets/icons/red/0515--512--violent-prison-fight-large.png,assets/icons/yellow/0515--512--violent-prison-fight-large.png,assets/icons/green/0515--512--violent-prison-fight-large.png
516,513,Cell Fire,1,513,2,5.8,fire,fire,assets/icons/red/0516--513--cell-fire.png,assets/icons/yellow/0516--513--cell-fire.png,assets/icons/green/0516--513--cell-fire.png
517,514,Cell Fire (Persons Reported),1,514,4,25.14,fire,fire,assets/icons/red/0517--514--cell-fire-persons-reported.png,assets/icons/yellow/0517--514--cell-fire-persons-reported.png,assets/icons/green/0517--514--cell-fire-persons-reported.png
518,515,Prison Wing Fire (Persons Reported),1,515,4,35.4,fire,fire,assets/icons/red/0518--515--prison-wing-fire-persons-reported.png,assets/icons/yellow/0518--515--prison-wing-fire-persons-reported.png,assets/icons/green/0518--515--prison-wing-fire-persons-reported.png
519,516,Prison Wing Fire (Major Incident) (Persons Reported),1,516,5,62.19,fire,fire,assets/icons/red/0519--516--prison-wing-fire-major-incident-persons-reported.png,assets/icons/yellow/0519--516--prison-wing-fire-major-incident-persons-reported.png,assets/icons/green/0519--516--prison-wing-fire-major-incident-persons-reported.png
520,517,Prison Wing Fire,1,517,3,13.91,fire,fire,assets/icons/red/0520--517--prison-wing-fire.png,assets/icons/yellow/0520--517--prison-wing-fire.png,assets/icons/green/0520--517--prison-wing-fire.png
521,518,Prison Wing Fire (Major Incident),1,518,4,35.39,fire,fire,assets/icons/red/0521--518--prison-wing-fire-major-incident.png,assets/icons/yellow/0521--518--prison-wing-fire-major-incident.png,assets/icons/green/0521--518--prison-wing-fire-major-incident.png
522,519,Youths Setting Fire,1,519,2,6.97,fire,fire,assets/icons/red/0522--519--youths-setting-fire.png,assets/icons/yellow/0522--519--youths-setting-fire.png,assets/icons/green/0522--519--youths-setting-fire.png
523,520,Community Engagement (Police),2,520 520/a,2,5.93,police,weather,assets/icons/red/0523--520--community-engagement-police.png,assets/icons/yellow/0523--520--community-engagement-police.png,assets/icons/green/0523--520--community-engagement-police.png
524,521,Community Engagement (Fire),1,521,2,5.3,fire,fire,assets/icons/red/0524--521--community-engagement-fire.png,assets/icons/yellow/0524--521--community-engagement-fire.png,assets/icons/green/0524--521--community-engagement-fire.png
525,522,Community Engagement (Ambulance),1,522,2,5.3,ambulance,medical,assets/icons/red/0525--522--community-engagement-ambulance.png,assets/icons/yellow/0525--522--community-engagement-ambulance.png,assets/icons/green/0525--522--community-engagement-ambulance.png
526,523,Debris in carriageway,1,523,1,2.57,police,police,assets/icons/red/0526--523--debris-in-carriageway.png,assets/icons/yellow/0526--523--debris-in-carriageway.png,assets/icons/green/0526--523--debris-in-carriageway.png
527,524,Debris in carriageway (Fast Road),1,524,2,4.22,police,police,assets/icons/red/0527--524--debris-in-carriageway-fast-road.png,assets/icons/yellow/0527--524--debris-in-carriageway-fast-road.png,assets/icons/green/0527--524--debris-in-carriageway-fast-road.png
528,525,Drowning in swimming pool,1,525,3,19.14,ambulance,marine,assets/icons/red/0528--525--drowning-in-swimming-pool.png,assets/icons/yellow/0528--525--drowning-in-swimming-pool.png,assets/icons/green/0528--525--drowning-in-swimming-pool.png
529,526,Fire Station Open Day,1,526,3,19.75,fire,fire,assets/icons/red/0529--526--fire-station-open-day.png,assets/icons/yellow/0529--526--fire-station-open-day.png,assets/icons/green/0529--526--fire-station-open-day.png
530,527,Factory Fire (Major Incident),2,527 527/a,5,75.01,fire,fire,assets/icons/red/0530--527--factory-fire-major-incident.png,assets/icons/yellow/0530--527--factory-fire-major-incident.png,assets/icons/green/0530--527--factory-fire-major-incident.png
531,528,Factory Fire (Major Incident) (Persons Reported),2,528 528/a,5,95.39,fire,fire,assets/icons/red/0531--528--factory-fire-major-incident-persons-reported.png,assets/icons/yellow/0531--528--factory-fire-major-incident-persons-reported.png,assets/icons/green/0531--528--factory-fire-major-incident-persons-reported.png
532,529,Threats to commit arson,1,529,3,12.83,fire,fire,assets/icons/red/0532--529--threats-to-commit-arson.png,assets/icons/yellow/0532--529--threats-to-commit-arson.png,assets/icons/green/0532--529--threats-to-commit-arson.png
533,530,Lithium Battery Fire,0,,3,0.0,mixed,fire,assets/icons/red/0533--530--lithium-battery-fire.png,assets/icons/yellow/0533--530--lithium-battery-fire.png,assets/icons/green/0533--530--lithium-battery-fire.png
534,531,Christmas Decoration Caught Fire,1,531,1,2.96,fire,fire,assets/icons/red/0534--531--christmas-decoration-caught-fire.png,assets/icons/yellow/0534--531--christmas-decoration-caught-fire.png,assets/icons/green/0534--531--christmas-decoration-caught-fire.png
535,532,Santa's Sled Blocking the Road,1,532,1,2.96,police,police,assets/icons/red/0535--532--santa-s-sled-blocking-the-road.png,assets/icons/yellow/0535--532--santa-s-sled-blocking-the-road.png,assets/icons/green/0535--532--santa-s-sled-blocking-the-road.png
536,533,Christmas Tree Stolen,1,533,1,3.96,police,crime,assets/icons/red/0536--533--christmas-tree-stolen.png,assets/icons/yellow/0536--533--christmas-tree-stolen.png,assets/icons/green/0536--533--christmas-tree-stolen.png
537,534,Christmas Presents Stolen in Mall,1,534,1,2.96,police,crime,assets/icons/red/0537--534--christmas-presents-stolen-in-mall.png,assets/icons/yellow/0537--534--christmas-presents-stolen-in-mall.png,assets/icons/green/0537--534--christmas-presents-stolen-in-mall.png
538,535,Lithium Battery Fire,1,535,2,6.56,fire,fire,assets/icons/red/0538--535--lithium-battery-fire.png,assets/icons/yellow/0538--535--lithium-battery-fire.png,assets/icons/green/0538--535--lithium-battery-fire.png
539,536,Suspect observations,1,536,2,4.51,police,police,assets/icons/red/0539--536--suspect-observations.png,assets/icons/yellow/0539--536--suspect-observations.png,assets/icons/green/0539--536--suspect-observations.png
540,537,Campfire sets woodshed on fire,1,537,3,10.45,fire,fire,assets/icons/red/0540--537--campfire-sets-woodshed-on-fire.png,assets/icons/yellow/0540--537--campfire-sets-woodshed-on-fire.png,assets/icons/green/0540--537--campfire-sets-woodshed-on-fire.png
541,538,Brawl on frozen lake,1,538,3,16.42,police,crowd,assets/icons/red/0541--538--brawl-on-frozen-lake.png,assets/icons/yellow/0541--538--brawl-on-frozen-lake.png,assets/icons/green/0541--538--brawl-on-frozen-lake.png
542,539,Iceskater slipped,1,539,3,11.45,ambulance,weather,assets/icons/red/0542--539--iceskater-slipped.png,assets/icons/yellow/0542--539--iceskater-slipped.png,assets/icons/green/0542--539--iceskater-slipped.png
543,540,Kids throwing snowballs on people and houses,1,540,1,2.3,police,weather,assets/icons/red/0543--540--kids-throwing-snowballs-on-people-and-houses.png,assets/icons/yellow/0543--540--kids-throwing-snowballs-on-people-and-houses.png,assets/icons/green/0543--540--kids-throwing-snowballs-on-people-and-houses.png
544,541,Smoking Electrical Equipment,1,541,1,2.57,fire,utilities,assets/icons/red/0544--541--smoking-electrical-equipment.png,assets/icons/yellow/0544--541--smoking-electrical-equipment.png,assets/icons/green/0544--541--smoking-electrical-equipment.png
545,542,Medical emergency on tall scaffolding,1,542,4,28.13,ambulance,medical,assets/icons/red/0545--542--medical-emergency-on-tall-scaffolding.png,assets/icons/yellow/0545--542--medical-emergency-on-tall-scaffolding.png,assets/icons/green/0545--542--medical-emergency-on-tall-scaffolding.png
546,543,Investigate Flare from coastline,1,543,1,3.8,marine,marine,assets/icons/red/0546--543--investigate-flare-from-coastline.png,assets/icons/yellow/0546--543--investigate-flare-from-coastline.png,assets/icons/green/0546--543--investigate-flare-from-coastline.png
547,544,Investigate Flare,1,544,4,22.52,marine,marine,assets/icons/red/0547--544--investigate-flare.png,assets/icons/yellow/0547--544--investigate-flare.png,assets/icons/green/0547--544--investigate-flare.png
548,545,Abandoned Flares,1,545,1,3.8,marine,marine,assets/icons/red/0548--545--abandoned-flares.png,assets/icons/yellow/0548--545--abandoned-flares.png,assets/icons/green/0548--545--abandoned-flares.png
549,546,Mud Rescue,1,546,4,36.49,marine,rescue,assets/icons/red/0549--546--mud-rescue.png,assets/icons/yellow/0549--546--mud-rescue.png,assets/icons/green/0549--546--mud-rescue.png
550,547,Hovercraft Assist Coastguard Mud Rescue,1,547,4,38.87,marine,marine,assets/icons/red/0550--547--hovercraft-assist-coastguard-mud-rescue.png,assets/icons/yellow/0550--547--hovercraft-assist-coastguard-mud-rescue.png,assets/icons/green/0550--547--hovercraft-assist-coastguard-mud-rescue.png
551,548,Person Stuck on Cliff,1,548,3,19.43,marine,mountain,assets/icons/red/0551--548--person-stuck-on-cliff.png,assets/icons/yellow/0551--548--person-stuck-on-cliff.png,assets/icons/green/0551--548--person-stuck-on-cliff.png
552,549,Fallen From Cliff,1,549,4,26.33,marine,mountain,assets/icons/red/0552--549--fallen-from-cliff.png,assets/icons/yellow/0552--549--fallen-from-cliff.png,assets/icons/green/0552--549--fallen-from-cliff.png
553,550,"Fallen From Cliff, Winch Required",1,550,4,29.66,marine,mountain,assets/icons/red/0553--550--fallen-from-cliff-winch-required.png,assets/icons/yellow/0553--550--fallen-from-cliff-winch-required.png,assets/icons/green/0553--550--fallen-from-cliff-winch-required.png
554,551,"Medical Evacuation From Coastline, Broken Leg",1,551,3,11.38,marine,marine,assets/icons/red/0554--551--medical-evacuation-from-coastline-broken-leg.png,assets/icons/yellow/0554--551--medical-evacuation-from-coastline-broken-leg.png,assets/icons/green/0554--551--medical-evacuation-from-coastline-broken-leg.png
555,552,Medical Evacuation from Moored Vessel,1,552,3,20.22,marine,marine,assets/icons/red/0555--552--medical-evacuation-from-moored-vessel.png,assets/icons/yellow/0555--552--medical-evacuation-from-moored-vessel.png,assets/icons/green/0555--552--medical-evacuation-from-moored-vessel.png
556,553,Evacuation from Cruise Liner,1,553,4,28.97,marine,marine,assets/icons/red/0556--553--evacuation-from-cruise-liner.png,assets/icons/yellow/0556--553--evacuation-from-cruise-liner.png,assets/icons/green/0556--553--evacuation-from-cruise-liner.png
557,554,Evacuation from Cruise Liner MAJOR,1,554,5,55.03,marine,marine,assets/icons/red/0557--554--evacuation-from-cruise-liner-major.png,assets/icons/yellow/0557--554--evacuation-from-cruise-liner-major.png,assets/icons/green/0557--554--evacuation-from-cruise-liner-major.png
558,555,Investigate Washed Up Boat,1,555,3,18.31,marine,marine,assets/icons/red/0558--555--investigate-washed-up-boat.png,assets/icons/yellow/0558--555--investigate-washed-up-boat.png,assets/icons/green/0558--555--investigate-washed-up-boat.png
559,556,Persons Cut off by Tide,1,556,3,16.79,marine,marine,assets/icons/red/0559--556--persons-cut-off-by-tide.png,assets/icons/yellow/0559--556--persons-cut-off-by-tide.png,assets/icons/green/0559--556--persons-cut-off-by-tide.png
560,557,Give Safety Advice,1,557,1,3.22,marine,weather,assets/icons/red/0560--557--give-safety-advice.png,assets/icons/yellow/0560--557--give-safety-advice.png,assets/icons/green/0560--557--give-safety-advice.png
561,558,Public Engagement,1,558,2,5.95,marine,marine,assets/icons/red/0561--558--public-engagement.png,assets/icons/yellow/0561--558--public-engagement.png,assets/icons/green/0561--558--public-engagement.png
562,559,Man Remote Radio Site,1,559,2,7.74,marine,marine,assets/icons/red/0562--559--man-remote-radio-site.png,assets/icons/yellow/0562--559--man-remote-radio-site.png,assets/icons/green/0562--559--man-remote-radio-site.png
563,560,Man Remote Radio Site - Prolonged Outage,1,560,3,10.3,marine,marine,assets/icons/red/0563--560--man-remote-radio-site-prolonged-outage.png,assets/icons/yellow/0563--560--man-remote-radio-site-prolonged-outage.png,assets/icons/green/0563--560--man-remote-radio-site-prolonged-outage.png
564,561,Broken Down Boat,1,561,2,5.95,marine,marine,assets/icons/red/0564--561--broken-down-boat.png,assets/icons/yellow/0564--561--broken-down-boat.png,assets/icons/green/0564--561--broken-down-boat.png
565,562,Medivac from vessel,1,562,4,22.91,marine,marine,assets/icons/red/0565--562--medivac-from-vessel.png,assets/icons/yellow/0565--562--medivac-from-vessel.png,assets/icons/green/0565--562--medivac-from-vessel.png
566,563,Swimmer in distress,2,563 563/a,4,21.88,marine,marine,assets/icons/red/0566--563--swimmer-in-distress.png,assets/icons/yellow/0566--563--swimmer-in-distress.png,assets/icons/green/0566--563--swimmer-in-distress.png
567,564,Medical Emergency on beach,1,564,3,18.33,marine,medical,assets/icons/red/0567--564--medical-emergency-on-beach.png,assets/icons/yellow/0567--564--medical-emergency-on-beach.png,assets/icons/green/0567--564--medical-emergency-on-beach.png
568,565,Vehicle trapped in flood water,2,565 565/a,4,28.63,marine,weather,assets/icons/red/0568--565--vehicle-trapped-in-flood-water.png,assets/icons/yellow/0568--565--vehicle-trapped-in-flood-water.png,assets/icons/green/0568--565--vehicle-trapped-in-flood-water.png
569,566,Person trapped in flood water,1,566,4,22.93,marine,weather,assets/icons/red/0569--566--person-trapped-in-flood-water.png,assets/icons/yellow/0569--566--person-trapped-in-flood-water.png,assets/icons/green/0569--566--person-trapped-in-flood-water.png
570,567,Rescue Boat Assist Coastguard Mud Rescue,1,567,4,38.87,marine,marine,assets/icons/red/0570--567--rescue-boat-assist-coastguard-mud-rescue.png,assets/icons/yellow/0570--567--rescue-boat-assist-coastguard-mud-rescue.png,assets/icons/green/0570--567--rescue-boat-assist-coastguard-mud-rescue.png
571,568,Mud Rescue MAJOR,1,568,5,72.68,marine,rescue,assets/icons/red/0571--568--mud-rescue-major.png,assets/icons/yellow/0571--568--mud-rescue-major.png,assets/icons/green/0571--568--mud-rescue-major.png
572,569,"Rescue Boat Assist Coastguard, Persons Cut off by Tide",1,569,4,22.07,marine,marine,assets/icons/red/0572--569--rescue-boat-assist-coastguard-persons-cut-off-by-tide.png,assets/icons/yellow/0572--569--rescue-boat-assist-coastguard-persons-cut-off-by-tide.png,assets/icons/green/0572--569--rescue-boat-assist-coastguard-persons-cut-off-by-tide.png
573,570,Fire in a paper mill,1,570,2,5.55,fire,fire,assets/icons/red/0573--570--fire-in-a-paper-mill.png,assets/icons/yellow/0573--570--fire-in-a-paper-mill.png,assets/icons/green/0573--570--fire-in-a-paper-mill.png
574,571,Vertigo,1,571,1,3.98,ambulance,medical,assets/icons/red/0574--571--vertigo.png,assets/icons/yellow/0574--571--vertigo.png,assets/icons/green/0574--571--vertigo.png
575,572,Accident when baking valentine dinner,1,572,1,3.57,fire,fire,assets/icons/red/0575--572--accident-when-baking-valentine-dinner.png,assets/icons/yellow/0575--572--accident-when-baking-valentine-dinner.png,assets/icons/green/0575--572--accident-when-baking-valentine-dinner.png
576,573,Burning Valentine Bouquet,1,573,1,3.57,fire,fire,assets/icons/red/0576--573--burning-valentine-bouquet.png,assets/icons/yellow/0576--573--burning-valentine-bouquet.png,assets/icons/green/0576--573--burning-valentine-bouquet.png
577,574,Fire from candle light dinner,1,574,1,2.24,fire,fire,assets/icons/red/0577--574--fire-from-candle-light-dinner.png,assets/icons/yellow/0577--574--fire-from-candle-light-dinner.png,assets/icons/green/0577--574--fire-from-candle-light-dinner.png
578,575,Fire in wind turbine,1,575,2,5.8,fire,fire,assets/icons/red/0578--575--fire-in-wind-turbine.png,assets/icons/yellow/0578--575--fire-in-wind-turbine.png,assets/icons/green/0578--575--fire-in-wind-turbine.png
579,576,Facial Droop,1,576,2,6.54,ambulance,medical,assets/icons/red/0579--576--facial-droop.png,assets/icons/yellow/0579--576--facial-droop.png,assets/icons/green/0579--576--facial-droop.png
580,577,Person stuck in swing,1,577,1,2.36,fire,rescue,assets/icons/red/0580--577--person-stuck-in-swing.png,assets/icons/yellow/0580--577--person-stuck-in-swing.png,assets/icons/green/0580--577--person-stuck-in-swing.png
581,578,Hypovolemic shock,1,578,2,7.33,ambulance,medical,assets/icons/red/0581--578--hypovolemic-shock.png,assets/icons/yellow/0581--578--hypovolemic-shock.png,assets/icons/green/0581--578--hypovolemic-shock.png
582,579,Fire in heritage building,1,579,4,26.55,fire,fire,assets/icons/red/0582--579--fire-in-heritage-building.png,assets/icons/yellow/0582--579--fire-in-heritage-building.png,assets/icons/green/0582--579--fire-in-heritage-building.png
